x,y,Max Capacity (MW),LCOE without Spur,LCOE with Spur,Capacity Factor,Interconnection Cost ($/kW),Availability Fraction
-94.5,43.5,0.0,53.60526827513185,97.41225273696534,0.21526216841732687,1384.4641525916634,0.0
-94.5,43.75,0.0,53.7023513000414,95.491723964884,0.2148730178130678,1318.312532592011,0.0
-94.5,44.0,0.0,53.77608243904217,93.5253431288677,0.21457841040350337,1252.2346734535327,0.0
-94.5,44.25,0.0,53.9884005530927,91.79157389070228,0.2137345461114314,1186.24290150911,0.0
-94.5,44.5,0.0,54.335377582696815,90.26821556295863,0.21236967148953967,1120.3524292227446,0.0
-94.5,44.75,0.0,54.421866720912845,88.29910970493782,0.21203216616351797,1054.582244482277,0.0
-94.5,45.0,0.0,54.45181718728263,86.23838736436828,0.21191554081307004,988.956346677487,0.0
-94.5,45.25,0.0,54.80253005661891,84.67659103039657,0.21055937153952156,923.5054962176326,0.0
-94.5,45.5,0.0,55.17093898293544,83.1213595159435,0.20915334232514207,858.2697409387646,0.0
-94.5,45.75,0.0,55.25120808861669,81.12348063410575,0.20884948377942925,793.3021465554182,0.0
-94.5,46.0,0.0,55.1627788439354,78.88928785714852,0.20918428203451608,728.6744432096332,0.0
-94.5,46.25,0.0,55.32759278815461,77.0286882254711,0.20856114835286868,664.4858114841584,0.0
-94.5,46.5,0.0,55.340894438913466,74.96934007428544,0.20851101892172408,600.876979283735,0.0
-94.5,46.75,0.0,55.235261310739595,72.77794928230405,0.2089097799787871,538.0536181095345,0.0
-94.5,47.0,0.0,54.84677788494555,70.26769282816404,0.2103895020360844,476.3266199836251,0.0
-94.5,47.25,0.0,54.93593897519034,68.43166345665259,0.21004803963956348,416.18409762635247,0.0
-94.5,47.5,0.0,55.09959381708932,66.75695672150133,0.20942416246848092,358.4245508341825,0.0
-94.5,47.75,0.0,55.34836517331074,65.29358279870797,0.2084828748123833,304.4074826813875,0.0
-94.5,48.0,0.0,55.15506941356753,63.457785299904195,0.2092135212626332,255.02371723001096,0.0
-94.5,48.25,0.0,55.242617951753125,61.866207325283646,0.20888195953304245,203.12574885115228,0.0
-94.5,48.5,0.0,55.624671136043226,60.96156497563235,0.207447272079607,162.54250104431102,0.0
-94.5,48.75,5702.656242370876,55.73031196636237,59.91356413311861,0.20705404079672526,127.16523578641419,0.3838153425994399
-94.5,49.0,4263.072485121854,54.410810053746836,57.854642731256945,0.21207525262165822,107.22663603961203,0.2883453529683128
-94.5,49.25,6099.611343718315,54.93988343592728,57.48399560290111,0.2100329590424924,78.45025356112545,0.4146262035340397
-94.5,49.5,4701.155952669586,54.73199697158499,56.660381115585146,0.21083071924980512,59.689520202085426,0.32117595163452456
-94.5,49.75,6301.757354344001,55.3516903824911,55.89342662968946,0.2084703503679719,16.580699060177945,0.4327164995795724
-94.5,50.0,9604.74355890602,55.994589025727585,57.59678092429684,0.20607681006812217,48.47460738832498,0.6629042621181531
-94.5,50.25,9254.068135779627,56.27492903898975,60.07163869741074,0.20505021480351515,114.29790269103339,0.6420088858455121
-94.5,50.5,9711.397742235955,56.78944491237874,62.8525996508036,0.2031924472109456,180.87429805018246,0.677257243465506
-94.5,50.75,2969.4539914338047,57.43156145542298,65.82519937042947,0.20092064354638633,247.59703343964588,0.2081769142290559
-94.5,51.0,3293.7253176665317,57.78048306774438,68.50259906157083,0.1997073349831356,314.3729447302472,0.23213899054757708
-94.5,51.25,250.20689521727127,58.06461728195888,70.83393583909856,0.1987300843035563,372.56494043721045,0.017729057886420388
-94.5,51.5,3.2803732144179856,58.0619957127795,73.09442331914224,0.19873905720670287,438.6145073105241,0.00023369879023391299
-94.5,51.75,0.0,58.34133114951074,75.72789222805775,0.1977875043324957,504.8742103009099,0.0
-94.5,52.0,2623.7645531179337,58.61000126950506,78.3736910918925,0.1968808400879747,571.2709352390327,0.18898011547008367
-94.5,52.25,6505.617563307238,58.86713956637959,81.02795137369839,0.19602084240029424,637.761887919769,0.47118502536246853
-94.5,52.5,6224.23381817425,59.2379338138643,83.86566068173767,0.19479386846535723,704.3203822995252,0.4533385649560003
-94.5,52.75,10238.45272763226,59.542207647224636,86.63747515452543,0.19379842876946604,770.9289248433079,0.7499413166208153
-94.5,53.0,11362.918197253415,60.399427312080064,90.25223256698644,0.19104794202559516,837.3329034470277,0.8370697414827474
-94.5,53.25,5332.297664842759,60.83529316530122,93.27893291702235,0.1896791432588847,903.4826052485614,0.39508255176975693
-94.5,53.5,0.0,61.174840074453066,96.1861307303343,0.18862634170279172,969.5743294459263,0.0
-94.5,53.75,0.0,59.15444564502405,95.32348077091166,0.19506879257633739,1035.8464091396324,0.0
-94.5,54.0,0.0,60.628019778009104,100.05502777669172,0.19032761303681728,1101.7074029536602,0.0
-94.5,54.25,0.0,61.925564372858084,104.63307020844705,0.1863396224864288,1168.3691088894125,0.0
-94.5,54.5,0.0,62.08270129822377,107.33019146143363,0.18586798006850846,1234.7235150060058,0.0
-94.5,54.75,0.0,61.52489305989426,108.7795062554686,0.1875531303445593,1301.1853814142078,0.0
-94.5,55.0,0.0,61.3837438492748,110.90269302504758,0.18798440049260284,1366.6706805748977,0.0
-94.5,55.25,0.0,61.586294345730664,113.6672622199295,0.18736614063381052,1432.6523073891897,0.0
